country,spname,year,source,Introduction_code,iso3c,Reference,
Italy,Phytophthora nicotianae,2003,CAB Abstracts,NA,ITA,"Belisario, A.; Maccaroni, M.; Corazza, L. 2003 First report of wilt and dieback on pokeweed (Phytolacca decandra) caused by Phytophthora nicotianae. Plant Disease 87 101",
Italy,Phytophthora cryptogea,1996,CAB Abstracts,NA,ITA,"Cristinzio, G.; Iannini, C. 1996 Report of Phytophthora cryptogea on kiwifruit in southern Italy. Petria 6 177-181",
Italy,Phytophthora alni,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40948",Present,ITA,"CABI/EPPO, 2008; EPPO, 2014",
Italy,Phytophthora nicotianae,2003,CAB Abstracts,NA,ITA,"Belisario, A.; Maccaroni, M.; Vettraino, A. M.; Vannini, A. 2003 First report of Phytophthora nicotianae and P. citricola associated with English walnut decline in Europe. Plant Disease 87 315",
Italy,Phytophthora infestans,1998,CAB Abstracts,NA,ITA,"Cristinzio, G.; Testa, A. 1998 Sensitivity to metalaxyl and dimethomorph of Phytophthora infestans isolates in Italy. Atti, Giornate fitopatologiche, Scicli e Ragusa, 3-7 maggio, 1998 NA 643-648",
Italy,Phytophthora melonis,2012,Phytothreats global occurrence database,NA,ITA,"Scanu, B., Linaldeddu, B.T., Deidda, A. & Jung, T. (2015) Diversity of Phytophthora species from declining mediterranean maquis vegetation, including two new species, Phytophthora crassamura and P. ornamentata sp. nov. PLoS ONE, 10, 1–24.",
Italy,Phytophthora nicotianae,2001,CAB Abstracts,NA,ITA,"Nicoletti, R.; Lahoz, E.; Raimo, F.; Burattini, P. 2001 Damage to tobacco crops from Phytophthora nicotianae. Informatore Agrario 57 102-104",
Italy,Phytophthora infestans,NA,NCBI Biosample,NA,ITA,Gerardo Puopolo: https://www.ncbi.nlm.nih.gov/biosample/5440679,
Italy,Phytophthora cactorum,1969,CAB Abstracts,NA,ITA,"Fassi, B.; Diallo, C.; Palenzona, M. 1969 Root rot of Pinus strobus caused by Phytophthora cactorum. Annales de Phytopathologie 1 187-92",
Italy,Phytophthora cinnamomi,2012,CAB Abstracts,NA,ITA,"Bertetti, D.; Gullino, M. L.; Poli, A.; Bizioli, L.; Garibaldi, A. 2012 First report of root rot caused by Phytophthora cinnamomi on Kalmia latifolia L. grown in Italy. Protezione delle Colture NA 65-67",
Italy,Phytophthora palmivora,2011,CAB Abstracts,NA,ITA,"Cacciola, S. O.; Pane, A.; Faedda, R.; Rizza, C.; Badalà, F.; San Lio, G. M. di 2011 Bud and root rot of windmill palm (Trachycarpus fortunei) caused by simultaneous infections of Phytophthora palmivora and P. nicotianae in Sicily. Plant Disease 95 769",
Italy,Phytophthora cinnamomi,2014,CAB Abstracts,NA,ITA,"Pilotti, M.; Lernia, G. di; Lumia, V.; Riccioni, L. 2014 Phytophthora cinnamon causing stem canker and root rot of nursery-grown Platanus × acerifolia: first report in the Northern emisphere. Phytopathologia Mediterranea 53 75-82",
Italy,Phytophthora tentaculata,2010,CAB Abstracts,NA,ITA,"Gilardi, G.; Luongo, I.; Scarpa, D.; Amatulli, M. T.; Gullino, M. L.; Garibaldi, A. 2010 Phytophthora tentaculata: new pathogen of chicory in Italy. Protezione delle Colture NA 39-41",
Italy,Phytophthora cryptogea,1991,CAB Abstracts,NA,ITA,"Pasini, C.; Cassini, M.; D'Aquila, F.; Garibaldi, A. 1991 Soils suppressive to Phytophthora cryptogea in Italy: preliminary results. Bulletin SROP 14 178-180",
Italy,Phytophthora cinnamomi,2012,CAB Abstracts,NA,ITA,"Garibaldi, A.; Bertetti, D.; Poli, A.; Bizioli, L.; Gullino, M. L. 2012 First report of root rot caused by Phytophthora cinnamomi on Mountain Laurel (Kalmia latifolia) in Italy. Plant Disease 96 1381",
Italy,Phytophthora megasperma,1994,CAB Abstracts,NA,ITA,"Bugiani, R.; Stefanelli, D.; Fantino, M. G.; Ponti, I. 1994 Activity of metalaxyl against spear rot of asparagus caused by Phytophthora megasperma. Informatore Fitopatologico 44 45-48",
Italy,Phytophthora cinnamomi,2013,CAB Abstracts,NA,ITA,"Scanu, B.; Linaldeddu, B. T.; Franceschini, A.; Anselmi, N.; Vannini, A.; Vettraino, A. M. 2013 Occurrence of Phytophthora cinnamomi in cork oak forests in Italy. Forest Pathology 43 340-343",
Italy,Phytophthora cryptogea,2014,CAB Abstracts,NA,ITA,"Bertetti, D.; Pensa, P.; Ortu, G.; Gullino, M. L.; Garibaldi, A. 2014 First report of collar and root rot caused by Phytophthora cryptogea on Salvia officinalis grown in Italy. Protezione delle Colture NA 19-22",
Italy,Phytophthora cambivora,NA,DAISIE,Cryptogenic/Established,ITA,Alberto  Santini,
Italy,Phytophthora nicotianae,2010,CAB Abstracts,NA,ITA,"Luongo, L.; Galli, M.; Riccioni, L.; Belisario, A. 2010 First report of leaf blight and root and foot rot of a strelitzia caused by Phytophthora nicotianae in Italy. Plant Disease 94 134",
Italy,Phytophthora cinnamomi,2011,Phytothreats global occurrence database,NA,ITA, GBIF.org (2018) GBIF Occurrence Download https://doi.org/10.15468/dl.dqsr1u,
Italy,Phytophthora cryptogea,NA,DAISIE,Cryptogenic/Established,ITA,Andrea  Vannini,
Italy,Phytophthora ×pelgrandis,2013,CAB Abstracts,NA,ITA,"Faedda, R.; Cacciola, S. O.; Pane, A.; Szigethy, A.; Bakonyi, J.; Man in't Veld, W. A.; Martini, P.; Schena, L.; San Lio, G. M. di 2013 Phytophthora ×pelgrandis causes root and collar rot of Lavandula stoechas in Italy. Plant Disease 97 1091-1096",
Italy,Phytophthora megasperma,2015,CAB Abstracts,NA,ITA,"Luongo, L.; Haegi, A.; Galli, M.; Berti, S.; Vitale, S.; Belisario, A. 2015 First report of Phytophthora megasperma causing decline and death on Celtis australis in Italy. Plant Disease 99 155-156",
Italy,Phytophthora infestans,1997,CAB Abstracts,NA,ITA,"Cristinzio, G.; Testa, A. 1997 Occurrence of the A2 mating type and self isolates of Phytophthora infestans in Italy. Journal of Plant Pathology 79 121-123",
Italy,Phytophthora capsici,1992,CAB Abstracts,NA,ITA,"Tamietti, G.; Nervo, G.; Restaino, F. 1992 Screening of Capsicum genotypes for resistance to Phytophthora capsici Leon. and Verticillium dahliae Kleb. Capsicum Newsletter NA 194",
Italy,Phytophthora nicotianae,2011,CAB Abstracts,NA,ITA,"Bertetti, D.; Bizioli, L.; Gullino, M. L.; Garibaldi, A. 2011 The fight against Phytophthora nicotianae, agent of root and collar rots in Skimmia japonica. Protezione delle Colture NA 70-71",
Italy,Phytophthora palmivora,2002,CAB Abstracts,NA,ITA,"Davino, S.; Cacciola, S. O.; Pennisi, A. M.; Destri Nicosia, M. G. li 2002 Phytophthora palmivora a new pathogen of lavender in Italy. Plant Disease 86 561",
Italy,Phytophthora capsici,2008,CAB Abstracts,NA,ITA,"Pugliese, M.; Gullino, M. L.; Garibaldi, A. 2008 The use of organic certified compost to control soilborne diseases caused by Phytophthora spp. Cultivating the future based on science. Volume 1: Organic Crop Production. Proceedings of the Second Scientific Conference of the International Society of Organic Agriculture Research (ISOFAR), held at the 16th IFOAM Organic World Conference in Cooperation with the International Federation of Organic Agriculture Movements (IFOAM) and the Consorzio ModenaBio in Modena, Italy, 18-20 June, 2008 NA 492-495",
Italy,Phytophthora megasperma,2001,CAB Abstracts,NA,ITA,"Cacciola, S. O.; Agosteo, G. E.; Magnano di San Lio, G. 2001 Collar and root rot of olive trees caused by Phytophthora megasperma in Sicily. Plant Disease 85 96",
Italy,Phytophthora cryptogea,2002,EPPO GD,"Present, no details",ITA,"* Belisario, A.; Maccaroni, M.; Vitale, S. (2007) Micologia Italiana 36 (2), 59-65.* Pecchioli A, Danti R, Vettraino AM, Della Rocca G (2011) First report of Phytophthora cryptogea on common cypress. Journal of Plant Pathology 93(4S), S4.45.* Vettraino, A. M.; Belisario, A.; Maccaroni, M.; Anselmi, N.; Vannini, A. (2002) Plant Disease 86 (3), 328. -------- First report on walnut (Juglans regia) in Italy.* Vettraino, A. M.; Flamini, L.; Pizzichini, L.; Prodi, A.; Nipoti, P.; Vannini, A.; Lagnese, R. (2008) Plant Disease 92 (1), 177. ------- First report on sweet cherry in Italy.",
Italy,Phytophthora gonapodyides,2013,Phytothreats global occurrence database,NA,ITA,"Scanu, B., Linaldeddu, B.T., Deidda, A. & Jung, T. (2015) Diversity of Phytophthora species from declining mediterranean maquis vegetation, including two new species, Phytophthora crassamura and P. ornamentata sp. nov. PLoS ONE, 10, 1–24.",
Italy,Phytophthora cambivora,2016,CAB Abstracts,NA,ITA,"Zambounis, A.; Xanthopoulou, A.; Madesis, P.; Tsaftaris, A.; Vannini, A.; Bruni, N.; Tomassini, A.; Chilosi, G.; Vettraino, A. M. 2016 HRM: a tool to assess genetic diversity of Phytophthora cambivora isolates. Journal of Plant Pathology 98 611-616",
Italy,Phytophthora nicotianae,1999,CAB Abstracts,NA,ITA,"Minuto, A.; Minuto, G.; Garibaldi, A. 1999 Phytophthora nicotianae var. parasitica new parasite of pot grown lavender in Northern Italy. Colture Protette 28 43-45",
Italy,Phytophthora quercina,1999,EPPO GD,"Present, no details",ITA,"* Cooke, D.E.L.; Jung, T.; Williams, N.A.; Schubert, R.; Bahnweg, G.; Osswald, W.; Duncan, J.M. (1999) Molecular evidence supports Phytophthora quercina as a distinct species. Mycological Research, 103(7), 799-804.* Jung, T.; Cooke, D.E.L.; Blaschke, H.; Duncan, J.M.; Osswald, W. (1999) Phytophthora quercina sp. nov., causing root rot of European oaks. Mycological Research, 103(7), 785-798.",
Italy,Phytophthora cactorum,1979,CAB Abstracts,NA,ITA,"Gullino, G.; Lamonarca, F.; Garibaldi, A. 1979 Experimental results in the control of anemone rot caused by Phytophthora cactorum. Colture Protette 8 61-62",
Italy,Phytophthora nicotianae,2008,CAB Abstracts,NA,ITA,"Pane, A.; Cacciola, S. O.; Chimento, A.; Allatta, C.; Scibetta, S.; San Lio, M. G. di 2008 First report of Phytophthora spp. as pathogens of Pandorea jasminoides in Italy. Plant Disease 92 313",
Italy,Phytophthora capsici,2001,CAB Abstracts,NA,ITA,"Tamietti, G.; Valentino, D. 2001 Physiological characterisation of a population of Phytophthora capsici Leon. from Northern Italy. Journal of Plant Pathology 83 199-205",
Italy,Phytophthora capsici,2013,CAB Abstracts,NA,ITA,"Gilardi, G.; Baudino, M.; Moizio, M.; Pugliese, M.; Garibaldi, A.; Gullino, M. L. 2013 Integrated management of Phytophthora capsici on bell pepper by combining grafting and compost treatment. Crop Protection 53 13-19",
Italy,Phytophthora tropicalis,2008,CAB Abstracts,NA,ITA,"Pane, A.; Cacciola, S. O.; Chimento, A.; Allatta, C.; Scibetta, S.; San Lio, M. G. di 2008 First report of Phytophthora spp. as pathogens of Pandorea jasminoides in Italy. Plant Disease 92 313",
Italy,Phytophthora cryptogea,2002,CAB Abstracts,NA,ITA,"Cacciola, S. O.; Pane, A.; Raudino, F.; Davino, S. 2002 First report of root and crown rot of sage caused by Phytophthora cryptogea in Italy. Plant Disease 86 1176",
Italy,Phytophthora infestans,2008,CAB Abstracts,NA,ITA,"Donati, G.; Pradolesi, G.; Bartolini, D.; Melandri, M. 2008 Four-year trials against late blight of tomato with compounds containing benthiavalicarb and copper hydrosulphate. Giornate Fitopatologiche 2008, Cervia (RA), 12-14 marzo 2008, Volume 2 NA 455-460",
Italy,Phytophthora palmivora,2010,CAB Abstracts,NA,ITA,"Giudice, V. lo; Raudino, F.; San Lio, R. M. di; Cacciola, S. O.; Faedda, R.; Pane, A. 2010 First report of a decline and wilt of young olive trees caused by simultaneous infections of Verticillium dahliae and Phytophthora palmivora in Sicily. Plant Disease 94 1372-1373",
Italy,Phytophthora cinnamomi,1982,EPPO GD,"Present, no details",ITA,"* Bounous, G.; Paglietta, R. (1982) Frutticoltura 44 (2), 15-24.
* Cristinzio, G. (1986) Un nuovo pericolo per la castanicoltura italiana. Atti Gironate Fitopatologiche (2), 223-228.
* Gullino, G.; Garibaldi, A. (1987) Sulla presenza in Italia di Phytophthora cinnomomi su Ericacee. La Difesa delle Piante 10, 273-280.
* Pilotti M, Di Lernia G, Lumia V, Riccioni L (2014) Phytophthora cinnamomi causing stem canker and root rot of nursery-grown Platanus x acerifolia: first report in the Northern hemisphere. Phytopathologia Mediterranea 53(1), 75-82.
------- Causing stem canker and root rot on Platanus x acerifolia in a nursery in Rome.
* Review of Plant Pathology, 78(2), p 198-199 (1476).
------- On avocado.",
Italy,Phytophthora infestans,2009,CAB Abstracts,NA,ITA,"Fanigliulo, A.; Sacchetti, M. 2009 Mandipropamid: new fungicide against Phytophthora infestans on tomato. Acta Horticulturae NA 355-358",
Italy,Phytophthora infestans,NA,NCBI Biosample,NA,ITA,Gerardo Puopolo: https://www.ncbi.nlm.nih.gov/biosample/5440681,
Italy,Phytophthora tropicalis,2013,CAB Abstracts,NA,ITA,"Luongo, L.; Galli, M.; Vitale, S.; Haegi, A.; Belisario, A. 2013 First report of Phytophthora tropicalis on Rhododendron in Italy. Plant Disease 97 1385",
Italy,Phytophthora infestans,NA,NCBI Biosample,NA,ITA,Gerardo Puopolo: https://www.ncbi.nlm.nih.gov/biosample/5440677,
Italy,Phytophthora cactorum,NA,DAISIE,Cryptogenic/Established,ITA,Andrea  Vannini,
Italy,Phytophthora nicotianae,2011,CAB Abstracts,NA,ITA,"Rizza, C.; Faedda, R.; Pane, A.; Cacciola, S. O. 2011 First report of root and basal stem rot caused by Phytophthora nicotianae on tree aeonium (Aeonium arboreum) in Italy. Plant Disease 95 362",
Italy,Phytophthora humicola,2012,CAB Abstracts,NA,ITA,"Ginetti, B.; Uccello, A.; Bracalini, M.; Ragazzi, A.; Jung, T.; Moricca, S. 2012 Root rot and dieback of Pinus pinea caused by Phytophthora humicola in Tuscany, Central Italy. Plant Disease 96 1694",
Italy,Phytophthora lacustris,2010,Phytothreats global occurrence database,NA,ITA, GBIF.org (2018) GBIF Occurrence Download https://doi.org/10.15468/dl.dqsr1u,
Italy,Phytophthora tentaculata,2010,CAB Abstracts,NA,ITA,"Garibaldi, A.; Gilardi, G.; Gullino, M. L. 2010 First report of collar and root rot caused by Phytophthora tentaculata on witloof chicory (Cichorium intybus) in Italy. Plant Disease 94 1504",
Italy,Phytophthora cryptogea,2016,CAB Abstracts,NA,ITA,"Vettraino, A. M.; Tomassini, A.; Valle, M. dalla; Liberati, D.; Angelis, P. de; Vannini, A. 2016 First report of Phytophthora cryptogea causing root rot on cherry laurel plants in central Italy. Plant Disease 100 1025",
Italy,Phytophthora palmivora,2000,CAB Abstracts,NA,ITA,"Cacciola, S. O.; Agosteo, G. E.; Pane, A. 2000 First report of Phytophthora palmivora as a pathogen of olive in Italy. Plant Disease 84 1153",
Italy,Phytophthora cinnamomi,2013,CAB Abstracts,NA,ITA,"Bertetti, D.; Pensa, P.; Poli, A.; Gullino, M. L.; Garibaldi, A. 2013 Fungal pathogens found on new hosts in Italy: Golovinomyces cichoracearum on Aster novi-belghii, Botryosphaeria dothidea on pear fruit, Phytophthora cinnamomi on Kalmia latifolia. Protezione delle Colture NA 54-55",
Italy,Phytophthora palmivora,2011,CAB Abstracts,NA,ITA,"Aiello, D.; Faedda, R.; Vitale, A.; Pane, A.; Polizzi, G. 2011 First report of Phytophthora foliar blight on Florida hopbush (Dodonaea viscosa) in Italy. Journal of Phytopathology 159 697-699",
Italy,Phytophthora palmivora,1986,CAB Abstracts,NA,ITA,"Lio, G. M. di S.; Cacciola, S. O.; Perrotta, G. 1986 Critical notes on some isolates of Phytophthora palmivora found in Italy. Phytopathologia Mediterranea 25 92-100",
Italy,Phytophthora syringae,1927,CAB Abstracts,NA,ITA,"PEGLION, V. ; SACCHETTI, M.  1927 On the downy mildew of Lilac (Phytophthora syringae Klebahn). Atti della Accademia Nazionale dei Lincei. Rendiconti. 5 696-698 pp.",
Italy,Phytophthora cryptogea,2015,Phytothreats global occurrence database,NA,ITA,"Vettraino, A.M., Tomassini, A., Dalla Valle, M., Liberati, D., De Angelis, P. & Vannini, A. (2016) First Report of Phytophthora cryptogea Causing Root Rot on Cherry Laurel Plants in Central Italy. Plant Disease, 100, 1025–1025.",
Italy,Phytophthora capsici,2003,CAB Abstracts,NA,ITA,"Oelke, L. M.; Bosland, P. W.; Steiner, R. 2003 Differentiation of race specific resistance to phytophthora root rot and foliar blight in Capsicum annuum. Journal of the American Society for Horticultural Science 128 213-218",
Italy,Phytophthora infestans,NA,NCBI Biosample,NA,ITA,Gerardo Puopolo: https://www.ncbi.nlm.nih.gov/biosample/5440643,
Italy,Phytophthora capsici,1998,CAB Abstracts,NA,ITA,"Pennisi, A. M.; Agosteo, G. E.; Cacciola, S. O.; Pane, A.; Faedda, R. 1998 Insensitivity to metalaxyl among isolates of Phytophthora capsici causing root and crown rot of pepper in Southern Italy. Plant Disease 82 1283",
Italy,Phytophthora palmivora,1999,CAB Abstracts,NA,ITA,"Belisario, A.; Forti, E.; Luongo, L. 1999 Root and collar rot of ivy caused by Phytophthora palmivora. Informatore Fitopatologico 49 44-47",
Italy,Phytophthora megasperma,2003,CAB Abstracts,NA,ITA,"Vettraino, A. M.; Giusti, P.; Vannini, A. 2003 Root rot on Scotch Broom caused by Phytophthora megasperma (Drechsler). Informatore Fitopatologico 53 27-28",
Italy,Phytophthora infestans,2001,CAB Abstracts,NA,ITA,"Bugiani, R.; Testi, V.; Chiusa, B. 2001 Increasing agressivity of Phytophthora infestans in tomatoes and potatoes. Informatore Agrario 57 55-57",
Italy,Phytophthora nicotianae,1997,CAB Abstracts,NA,ITA,"Minuto, G.; Minuto, A.; Garibaldi, A. 1997 Attacks of Phytophthora nicotianae var. parasitica on eggplant in Liguria (northern Italy). Colture Protette 26 89-91",
Italy,Phytophthora nicotianae,2013,CAB Abstracts,NA,ITA,"Luongo, L.; Galli, M.; Haegi, A.; Proietti, P.; Belisario, A. 2013 First report of Phytophthora nicotianae causing wilting and desiccation on Buxus sempervirens in Italy. New Disease Reports 28 5",
Italy,Phytophthora capsici,1990,EPPO GD,"Present, no details",ITA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Italy,Phytophthora ramorum,2005,EPPO GD,Detailed record NA,ITA,"EPPO Reporting Service No. 05  Surveys on Bursaphelenchus xylophilus, Monilinia fructicola, Phytophthora ramorum and Pepino mosaic potexvirus in Emilia-Romagna, Italy",
Italy,Phytophthora nicotianae,2011,CAB Abstracts,NA,ITA,"Faedda, R.; Pane, A.; Granata, G.; San Lio, G. M. di 2011 First report of Phytophthora nicotianae as pathogen of blue Mediterranean fan palm. New Disease Reports 23 Article 3",
Italy,Phytophthora megasperma,1996,CAB Abstracts,NA,ITA,"Cacciola, S. O.; Cavanni, P.; Biocca, M.; Prisco, P. 1996 Phenotypic electrophoretic variability of Italian isolates of Phytophthora megasperma. Informatore Fitopatologico 46 33-38",
Italy,Phytophthora cactorum,1993,CAB Abstracts,NA,ITA,"Mezzetti, B. 1993 Breeding for resistance to Phytophthora cactorum in apple. Rivista di Frutticoltura e di Ortofloricoltura 55 103-108",
Italy,Phytophthora capsici,2004,CAB Abstracts,NA,ITA,"Camele, I.; Marcone, C.; Nigro, C.; Cristinzio, G. 2004 Molecular and biological characterization of Phytophthora capsici Leon. on zucchini in Basilicata (Italy). Informatore Fitopatologico 54 39-43",
Italy,Phytophthora infestans,2012,CAB Abstracts,NA,ITA,"Portillo, I.; Battistini, G.; Turan, C.; Roberti, R.; Brunelli, A. 2012 Activity of new formulates based on sulfur (Kalisol WP 40 and Kalisol Flow 18) against Podosphaera fusca and Phytophthora infestans. Giornate Fitopatologiche 2012, Milano Marittima (RA), 13-16 marzo 2012 NA 547-551",
Italy,Phytophthora citricola,1960,CAB Abstracts,NA,ITA,"SALERNO, M.; CALABRETTA, C. 1960 Heavy infection of tomato seedlings by Phytophthora citricola in Sicily. Atti Ist. bot. Univ. Pavia 18 222-33",
Ivory Coast,Phytophthora palmivora,NA,Index fungorum: http://www.indexfungorum.org,NA,CIV,"Index Fungorum Partnership (2018), http://www.indexfungorum.org/names/indexfungorumpartnership.htm",
Ivory Coast,Phytophthora megakarya,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40979",Present,CIV,"Kebe et al., 2002",
Ivory Coast,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,CIV,"IMI, 1991; EPPO, 2014",
Jamaica,Phytophthora palmivora,1984,CAB Abstracts,NA,JAM,"Harris, D. C.; Cardon, J. A.; Justin, S. H. F. W.; Passey, A. J. 1984 Phytophthora palmivora on cultured roots of coconut. Transactions of the British Mycological Society 82 249-255",
Jamaica,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",JAM,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Jamaica,Phytophthora palmivora,1977,CAB Abstracts,NA,JAM,"Henry, C. E. 1977 Primary sources of Phytophthora palmivora (Butl.) inoculum in Jamaica and methods of control [on cocoa]. Nigeria, Cocoa Research Institute of Nigeria: Proceedings, V International Cocoa Research Conference. NA 388-396",
Jamaica,Phytophthora infestans,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",Present,JAM,"CPPC; CMI, 1982",
Jamaica,Phytophthora palmivora,1981,CAB Abstracts,NA,JAM,"Harris, D. C.; Gibbs, J. A.; Justin, S. H. F. W.; Passey, A. 1981 Phytophthora palmivora on coconut roots. East Malling Research Station Report for 1980.: Talboys, P. W.; Thresh, J. M.; Austin, D. J. : Crop protection division. NA 82",
Jamaica,Phytophthora palmivora,1966,CAB Abstracts,NA,JAM,"LEATHER, R. I. 1966 Studies on the reaction of some cacao varieties to Phytophthora palmivora Butl. Butl. in Jamaica. Experimental Agriculture 2 107-12",
Jamaica,Phytophthora palmivora,1966,CAB Abstracts,NA,JAM,"LEATHER, R. I. 1966 Studies on the reaction of some cacao varieties to Phytophthora palmivora (Butl.) Butl. in Jamaica. Experimental Agriculture 2 107-12",
Jamaica,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,JAM,"IMI, 1991; EPPO, 2014",
Jamaica,Phytophthora nicotianae,1990,EPPO GD,"Present, no details",JAM,"* From CPPC------- Present, no details        ",
Japan,Phytophthora capsici,1978,CAB Abstracts,NA,JPN,"Kamjaipai, W.; Ui, T. 1978 Mating types of Phytophthora capsici Leonian, the causal fungus of pumpkin rot in Hokkaido. Annals of the Phytopathological Society of Japan 44 440-446",
Japan,Phytophthora fragariae,1965,CAB Abstracts,NA,JPN,"MORITA, H. 1965 Red stele root disease of Strawberry caused by Phytophthora fragariae. I. Identification of the causal fungus. Annals of the Phytopathological Society of Japan 30 239-245",
Japan,Phytophthora nicotianae,1980,CAB Abstracts,NA,JPN,"Suzui, T.; Makino, T.; Ogoshi, A. 1980 Phytophthora rot of strawberry caused by Phytophthora nicotianae var. parasitica in Shizuoka. Annals of the Phytopathological Society of Japan 46 169-178",
Japan,Phytophthora infestans,1960,CAB Abstracts,NA,JPN,"TOMIYAMA, K.  1960 Some factors affecting the death of hypersensitive Potato plant cells infected by Phytophthora infestans. Phytopathologische Zeitschrift 39 134-148 pp.",
Japan,Phytophthora vignae,1978,CAB Abstracts,NA,JPN,"Kitazawa, K.; Tsuchiya, S.; Kodama, F.; Kamjaipai, W.; Ogoshi, A.; Yanagita, K. 1978 Phytophthora stem rot of adzuki-bean (Phaseolus angularis) caused by Phytophthora vignae Purss. Annals of the Phytopathological Society of Japan 44 528-531",
Japan,Phytophthora capsici,1954,CAB Abstracts,NA,JPN,"KATSURA, K. ; TOKUKA, R.  1954 Studies on Fhytophthora disease of economic plants. (VII). A brown rot of Watermelon caused by Phytophthora capsici Leonian. Soi. Rep. Fac. Agric. Saikyo Univ. 6 38-48 pp.",
Japan,Phytophthora infestans,1980,CAB Abstracts,NA,JPN,"Sato, N. 1980 Sources of inoculum and sites of infection of potato tubers by Phytophthora infestans in soil. Annals of the Phytopathological Society of Japan 46 231-240",
Japan,Phytophthora infestans,1956,CAB Abstracts,NA,JPN,"TOMIYAMA, K. ; TAKAKUWA, M. ; TAKASE, N. ; SAKAI, K.  1956 Physiological studies on the defence reaction of Potato plant to the infection of Phytophthora infestans. ?I and IV. The influence of pre-infection ethanol narcosis upon the physiological reaction of Potato tuber to the infection of P. infestans. Annals of the Phytopathological Society of Japan 21 17-22 ; 153-158 pp.",
Japan,Phytophthora nagaii,2014,CAB Abstracts,NA,JPN,"Rahman, M. Z.; Uematsu, S.; Takeuchi, T.; Shirai, K.; Ishiguro, Y.; Suga, H.; Kageyama, K. 2014 Two new species, Phytophthora nagaii sp. nov. and P. fragariaefolia sp. nov., causing serious diseases on rose and strawberry plants, respectively, in Japan. Journal of General Plant Pathology 80 348-365",
Japan,Phytophthora porri,1978,CAB Abstracts,NA,JPN,"Stamps, D. Jean 1978 Phytophthora porri. [Descriptions of Fungi and Bacteria]. IMI Descriptions of Fungi and Bacteria NA Sheet 595",
Japan,Phytophthora infestans,1993,CAB Abstracts,NA,JPN,"Mosa, A. A.; Kobayashi, K.; Ogoshi, A. 1993 Isoenzyme polymorphism and segregation in isolates of Phytophthora infestans from Japan. Plant Pathology 42 26-34",
Japan,Phytophthora castaneae,1976,CAB Abstracts,NA,JPN,"Uchida, K. 1976 Studies on the trunk rot of Japanese chestnut trees caused by Phytophthora castaneae Katsura &amp; Uchida. Bulletin of the Ibaraki-ken Horticultural Experiment Station NA 48 pp.",
Japan,Phytophthora capsici,1988,CAB Abstracts,NA,JPN,"Kikuchi, S.; Tanaka, T.; Suzuki, M. 1988 An unusual occurrence of brown rot of watermelon, caused by Phytophthora capsici Leonian. Annual Report of the Society of Plant Protection of North Japan NA 118-120",
Japan,Phytophthora infestans,2005,CAB Abstracts,NA,JPN,"Akino, S.; Kato, M.; Gotoh, K.; Naito, S.; Ogoshi, A. 2005 Genetic relationships between the dominant genotypes of Phytophthora infestans in Hokkaido, Japan. Journal of General Plant Pathology 71 200-203",
Japan,Phytophthora infestans,1991,CAB Abstracts,NA,JPN,"Sato, N.; Kato, M.; Mosa, A. A.; Kobayashi, K.; Ogoshi, A. 1991 A newspaper bag method for sample collection of blighted potato leaflets for isolation of Phytophthora infestans. Annals of the Phytopathological Society of Japan 57 573-576",
Japan,Phytophthora infestans,1992,CAB Abstracts,NA,JPN,"Kato, M.; Sato, N.; Mosa, A. A.; Kobayashi, K.; Ogoshi, A. 1992 Cultural features associated with mating types of Phytophthora infestans isolates from potato crops in Japan. Annals of the Phytopathological Society of Japan 58 267-275",
Japan,Phytophthora infestans,1976,CAB Abstracts,NA,JPN,"Yamamoto, M.; Konno, K. 1976 Changes in soluble proteins in potato leaves infected with Phytophthora infestans. Plant and Cell Physiology 17 843-846",
Japan,Phytophthora infestans,2005,CAB Abstracts,NA,JPN,"Miyake, Y.; Sakai, J.; Shibata, M.; Yonekura, N.; Miura, I.; Kumakura, K.; Nagayama, K. 2005 Fungicidial activity of benthiavalicarb-isopropyl against Phytophthora infestans and its controlling activity against late blight diseases. Journal of Pesticide Science 30 390-396",
Japan,Phytophthora capsici,1955,CAB Abstracts,NA,JPN,"KATSURA, K. ; TOKURA, R.  1955 Effect of malachite green upon the sporangial germination, mycelial growth, and sporangial or oospore formation of the fungus Phytophthora capsici Leonian. Scientific Reports of the Faculty of Agriculture, Saikyo University 7 103-112 pp.",
Japan,Phytophthora infestans,2009,CAB Abstracts,NA,JPN,"Akino, S.; Baba, Y.; Kondo, N. 2009 Use of microsatellite marker Pi26 for rapid discrimination of five Japanese genotypes of Phytophthora infestans. Journal of General Plant Pathology 75 349-352",
